ticket_id,ticket_text,category,environment,env_criticality,escalation_count,sla_breach_risk,repeat_incident,response_time_min,affected_users,priority
INC100519,VPN experiencing slow in application layer,Application,Development,1,1,0.66,0,44,257,P2
INC100520,Auth Service experiencing low impact in network layer,Network,Development,1,1,0.15,1,107,45,P3
INC100521,VPN experiencing documentation in storage layer,Storage,Staging,2,0,0.06,0,300,4,P4
INC100522,VPN experiencing slow in storage layer,Storage,DR,3,1,0.55,1,56,54,P2
INC100523,Payment Gateway experiencing slow in database layer,Database,Staging,2,1,0.72,1,16,433,P2
INC100524,API Gateway experiencing degraded in database layer,Database,Development,1,3,0.52,1,41,171,P2
INC100525,Auth Service experiencing low priority in storage layer,Storage,DR,3,0,0.04,0,124,2,P4
INC100526,Database Cluster experiencing minor issue in application layer,Application,Production,4,0,0.2,0,237,28,P3
INC100527,Payment Gateway experiencing low priority in storage layer,Storage,DR,3,0,0.01,0,195,2,P4
INC100528,Payment Gateway experiencing failover in storage layer,Storage,Development,1,3,0.73,1,51,174,P2
INC100529,VPN experiencing delay in application layer,Application,Development,1,1,0.34,0,89,34,P3
INC100530,VPN experiencing no impact in storage layer,Storage,Production,4,0,0.13,0,167,3,P4
INC100531,Payment Gateway experiencing low priority in application layer,Application,Staging,2,0,0.07,0,155,0,P4
INC100532,API Gateway experiencing slow in database layer,Database,DR,3,3,0.65,1,13,465,P2
INC100533,VPN experiencing warning in database layer,Database,Staging,2,1,0.23,0,234,59,P3
INC100534,Email Service experiencing request in security layer,Security,Production,4,0,0.1,0,172,2,P4
INC100535,API Gateway experiencing documentation in application layer,Application,Development,1,0,0.03,0,106,3,P4
INC100536,Payment Gateway experiencing single user in network layer,Network,Staging,2,1,0.25,1,235,42,P3
INC100537,Reporting experiencing critical in network layer,Network,Staging,2,6,0.8,0,11,2120,P1
INC100538,Payment Gateway experiencing how to in network layer,Network,Production,4,0,0.01,0,113,2,P4
INC100539,Payment Gateway experiencing critical in database layer,Database,Production,4,7,0.92,1,9,930,P1
INC100540,File Storage experiencing errors increasing in security layer,Security,Staging,2,2,0.59,0,36,121,P2
INC100541,Auth Service experiencing low priority in security layer,Security,Development,1,0,0.03,0,435,3,P4
INC100542,File Storage experiencing how to in application layer,Application,Production,4,0,0.01,0,234,3,P4
INC100543,Email Service experiencing some users affected in application layer,Application,Development,1,1,0.55,0,45,480,P2
INC100544,Database Cluster experiencing single user in storage layer,Storage,Development,1,0,0.42,0,54,6,P3
INC100545,Database Cluster experiencing high latency in application layer,Application,Staging,2,2,0.54,1,22,476,P2
INC100546,VPN experiencing workaround available in security layer,Security,Production,4,1,0.21,0,176,38,P3
INC100547,File Storage experiencing degraded in network layer,Network,Development,1,2,0.54,0,20,327,P2
INC100548,Payment Gateway experiencing single user in security layer,Security,Production,4,1,0.26,0,97,19,P3
INC100549,Reporting experiencing some users affected in database layer,Database,Development,1,1,0.62,1,41,236,P2
INC100550,Web Portal experiencing warning in application layer,Application,Staging,2,1,0.4,0,188,43,P3
INC100551,File Storage experiencing errors increasing in storage layer,Storage,Development,1,2,0.58,0,26,274,P2
INC100552,Database Cluster experiencing delay in network layer,Network,DR,3,0,0.19,1,137,19,P3
INC100553,API Gateway experiencing partial outage in application layer,Application,DR,3,3,0.64,1,11,365,P2
INC100554,Reporting experiencing revenue impact in security layer,Security,DR,3,3,0.89,1,10,2850,P1
INC100555,VPN experiencing security incident in storage layer,Storage,DR,3,6,0.91,0,2,4172,P1
INC100556,Reporting experiencing inquiry in network layer,Network,DR,3,0,0.01,0,285,3,P4
INC100557,API Gateway experiencing workaround available in network layer,Network,Staging,2,1,0.16,0,188,57,P3
INC100558,Database Cluster experiencing how to in security layer,Security,Production,4,0,0.02,0,418,4,P4
INC100559,Payment Gateway experiencing revenue impact in storage layer,Storage,Staging,2,4,0.98,1,8,4631,P1
INC100560,File Storage experiencing no impact in storage layer,Storage,Staging,2,0,0.12,0,476,4,P4
INC100561,Email Service experiencing single user in database layer,Database,Staging,2,0,0.13,1,178,40,P3
INC100562,Auth Service experiencing some users affected in security layer,Security,Development,1,3,0.59,0,41,576,P2
INC100563,Payment Gateway experiencing data loss in security layer,Security,Production,4,7,0.97,1,11,2753,P1
INC100564,API Gateway experiencing degraded in storage layer,Storage,Production,4,3,0.45,0,41,300,P2
INC100565,VPN experiencing low priority in network layer,Network,Production,4,0,0.08,0,337,1,P4
INC100566,Reporting experiencing minor issue in database layer,Database,DR,3,0,0.21,0,104,39,P3
INC100567,VPN experiencing inquiry in database layer,Database,DR,3,0,0.01,0,79,2,P4
INC100568,Auth Service experiencing question in storage layer,Storage,Staging,2,0,0.07,0,399,4,P4
INC100569,API Gateway experiencing single user in database layer,Database,Production,4,0,0.14,0,49,9,P3
INC100570,VPN experiencing enhancement in database layer,Database,Development,1,0,0.09,0,200,4,P4
INC100571,File Storage experiencing data loss in security layer,Security,Staging,2,7,0.95,0,4,3771,P1
INC100572,Email Service experiencing enhancement in database layer,Database,DR,3,0,0.04,0,196,3,P4
INC100573,Email Service experiencing low impact in database layer,Database,DR,3,0,0.32,1,67,34,P3
INC100574,VPN experiencing warning in security layer,Security,DR,3,1,0.15,1,101,59,P3
INC100575,Email Service experiencing some users affected in database layer,Database,Development,1,1,0.65,1,21,470,P2
INC100576,Reporting experiencing production down in network layer,Network,DR,3,3,0.99,1,1,865,P1
INC100577,Email Service experiencing some users affected in network layer,Network,DR,3,3,0.51,1,35,103,P2
INC100578,API Gateway experiencing low impact in security layer,Security,Production,4,1,0.45,0,187,52,P3
INC100579,API Gateway experiencing low impact in network layer,Network,Development,1,1,0.31,0,195,23,P3
INC100580,Payment Gateway experiencing warning in network layer,Network,Development,1,0,0.16,0,154,50,P3
INC100581,Auth Service experiencing workaround available in network layer,Network,DR,3,0,0.34,0,161,43,P3
INC100582,Email Service experiencing low impact in network layer,Network,DR,3,1,0.41,0,181,19,P3
INC100583,Reporting experiencing slow in database layer,Database,DR,3,1,0.45,0,40,309,P2
INC100584,Email Service experiencing warning in application layer,Application,Development,1,1,0.17,0,95,44,P3
INC100585,Database Cluster experiencing low priority in application layer,Application,DR,3,0,0.14,0,316,1,P4
INC100586,VPN experiencing request in storage layer,Storage,Staging,2,0,0.09,0,211,2,P4
INC100587,Reporting experiencing delay in storage layer,Storage,Development,1,0,0.15,1,123,27,P3
INC100588,Email Service experiencing some users affected in storage layer,Storage,Staging,2,1,0.6,0,11,536,P2
INC100589,API Gateway experiencing minor issue in application layer,Application,Staging,2,0,0.26,1,215,33,P3
INC100590,File Storage experiencing enhancement in application layer,Application,Development,1,0,0.09,0,428,1,P4
INC100591,VPN experiencing inquiry in application layer,Application,Staging,2,0,0.12,0,244,4,P4
INC100592,API Gateway experiencing minor issue in security layer,Security,DR,3,0,0.3,0,189,5,P3
INC100593,Email Service experiencing delay in storage layer,Storage,Staging,2,0,0.32,0,160,19,P3
INC100594,VPN experiencing workaround available in database layer,Database,Production,4,0,0.4,1,96,8,P3
INC100595,File Storage experiencing intermittent in security layer,Security,Staging,2,1,0.41,1,25,382,P2
INC100596,Database Cluster experiencing question in security layer,Security,Production,4,0,0.14,0,386,1,P4
INC100597,Database Cluster experiencing partial outage in network layer,Network,DR,3,1,0.52,1,17,418,P2
INC100598,Auth Service experiencing security incident in network layer,Network,DR,3,6,0.81,1,5,1950,P1
INC100599,Payment Gateway experiencing security incident in storage layer,Storage,Staging,2,6,0.89,1,9,3279,P1
INC100600,Payment Gateway experiencing failover in network layer,Network,Staging,2,3,0.74,1,33,481,P2
INC100601,Database Cluster experiencing degraded in storage layer,Storage,Production,4,2,0.62,0,19,419,P2
INC100602,Payment Gateway experiencing errors increasing in storage layer,Storage,DR,3,1,0.63,1,48,358,P2
INC100603,Web Portal experiencing warning in storage layer,Storage,Staging,2,0,0.24,1,180,56,P3
INC100604,Email Service experiencing how to in security layer,Security,Staging,2,0,0.06,0,246,0,P4
INC100605,Auth Service experiencing documentation in security layer,Security,Development,1,0,0.1,0,157,2,P4
INC100606,Email Service experiencing workaround available in storage layer,Storage,Staging,2,1,0.12,0,192,45,P3
INC100607,Web Portal experiencing some users affected in storage layer,Storage,DR,3,1,0.54,0,32,401,P2
INC100608,Email Service experiencing minor issue in application layer,Application,Development,1,0,0.33,0,120,45,P3
INC100609,Web Portal experiencing intermittent in database layer,Database,DR,3,2,0.57,0,36,396,P2
INC100610,Database Cluster experiencing delay in network layer,Network,Production,4,1,0.31,0,116,20,P3
INC100611,Auth Service experiencing partial outage in security layer,Security,Production,4,1,0.46,0,50,183,P2
INC100612,Payment Gateway experiencing no impact in storage layer,Storage,Production,4,0,0.02,0,432,2,P4
INC100613,Auth Service experiencing breach in application layer,Application,Development,1,7,0.74,0,1,4748,P1
INC100614,Payment Gateway experiencing security incident in database layer,Database,DR,3,4,0.89,1,9,3388,P1
INC100615,Payment Gateway experiencing workaround available in network layer,Network,Development,1,1,0.19,0,154,45,P3
INC100616,Email Service experiencing minor issue in network layer,Network,Staging,2,1,0.37,1,47,24,P3
INC100617,Web Portal experiencing warning in security layer,Security,Production,4,0,0.38,1,45,15,P3
INC100618,Email Service experiencing some users affected in storage layer,Storage,DR,3,3,0.63,1,22,379,P2
INC100619,Reporting experiencing high latency in database layer,Database,Production,4,1,0.4,1,51,213,P2
INC100620,Web Portal experiencing warning in storage layer,Storage,DR,3,1,0.28,0,89,23,P3
INC100621,Email Service experiencing single user in storage layer,Storage,DR,3,1,0.23,1,118,31,P3
INC100622,Payment Gateway experiencing question in network layer,Network,DR,3,0,0.11,0,418,3,P4
INC100623,API Gateway experiencing slow in database layer,Database,Staging,2,3,0.63,1,28,516,P2
INC100624,File Storage experiencing minor issue in network layer,Network,Staging,2,0,0.21,1,43,49,P3
INC100625,Auth Service experiencing warning in database layer,Database,DR,3,1,0.27,0,101,18,P3
INC100626,Auth Service experiencing errors increasing in database layer,Database,DR,3,1,0.7,1,43,597,P2
INC100627,Email Service experiencing high latency in application layer,Application,DR,3,1,0.51,0,55,201,P2
INC100628,Payment Gateway experiencing partial outage in database layer,Database,Development,1,3,0.46,0,35,70,P2
INC100629,Web Portal experiencing non-critical in database layer,Database,Development,1,1,0.2,1,100,9,P3
INC100630,API Gateway experiencing enhancement in security layer,Security,Production,4,0,0.1,0,296,2,P4
INC100631,Email Service experiencing question in security layer,Security,DR,3,0,0.12,0,357,4,P4
INC100632,Database Cluster experiencing warning in security layer,Security,Development,1,0,0.31,0,162,48,P3
INC100633,File Storage experiencing request in database layer,Database,DR,3,0,0.1,0,312,4,P4
INC100634,Web Portal experiencing workaround available in security layer,Security,Production,4,0,0.31,0,108,15,P3
INC100635,File Storage experiencing low priority in application layer,Application,Development,1,0,0.04,0,446,4,P4
INC100636,File Storage experiencing degraded in storage layer,Storage,DR,3,1,0.74,0,53,383,P2
INC100637,VPN experiencing errors increasing in application layer,Application,Staging,2,1,0.41,0,34,599,P2
INC100638,Auth Service experiencing data loss in application layer,Application,Development,1,3,0.88,1,5,1545,P1
INC100639,Auth Service experiencing intermittent in application layer,Application,DR,3,1,0.5,0,13,531,P2
INC100640,Database Cluster experiencing single user in network layer,Network,Production,4,1,0.1,0,194,40,P3
INC100641,Payment Gateway experiencing warning in network layer,Network,Staging,2,0,0.42,1,51,34,P3
INC100642,Auth Service experiencing slow in database layer,Database,Staging,2,3,0.73,0,33,181,P2
INC100643,Auth Service experiencing workaround available in database layer,Database,Staging,2,1,0.14,0,99,16,P3
INC100644,Web Portal experiencing failover in application layer,Application,Staging,2,1,0.54,1,22,162,P2
INC100645,Auth Service experiencing minor issue in storage layer,Storage,Development,1,1,0.4,0,127,58,P3
INC100646,Email Service experiencing revenue impact in application layer,Application,Development,1,4,0.86,1,4,2910,P1
INC100647,API Gateway experiencing failover in network layer,Network,Staging,2,3,0.41,1,36,114,P2
INC100648,VPN experiencing low priority in database layer,Database,Production,4,0,0.01,0,375,2,P4
INC100649,File Storage experiencing low impact in database layer,Database,Production,4,0,0.36,0,222,31,P3
INC100650,Auth Service experiencing high latency in application layer,Application,Staging,2,2,0.64,1,31,531,P2
INC100651,File Storage experiencing documentation in network layer,Network,Production,4,0,0.08,0,380,2,P4
INC100652,VPN experiencing delay in storage layer,Storage,Production,4,1,0.14,1,221,43,P3
INC100653,Database Cluster experiencing all users affected in security layer,Security,Development,1,6,0.79,1,4,826,P1
INC100654,Payment Gateway experiencing single user in application layer,Application,Staging,2,0,0.28,1,61,41,P3
INC100655,VPN experiencing non-critical in storage layer,Storage,Staging,2,1,0.18,0,52,26,P3
INC100656,Auth Service experiencing errors increasing in security layer,Security,Development,1,1,0.7,0,14,179,P2
INC100657,API Gateway experiencing low priority in storage layer,Storage,Production,4,0,0.09,0,472,1,P4
INC100658,Payment Gateway experiencing non-critical in database layer,Database,Production,4,0,0.39,0,209,32,P3
INC100659,Payment Gateway experiencing request in application layer,Application,Staging,2,0,0.12,0,185,3,P4
INC100660,API Gateway experiencing failover in database layer,Database,Staging,2,1,0.58,1,37,543,P2
INC100661,File Storage experiencing delay in application layer,Application,Staging,2,0,0.24,0,217,22,P3
INC100662,Reporting experiencing data loss in network layer,Network,Staging,2,5,0.73,0,8,4961,P1
INC100663,Reporting experiencing slow in storage layer,Storage,Production,4,1,0.49,1,13,386,P2
INC100664,Database Cluster experiencing some users affected in application layer,Application,Staging,2,2,0.71,1,54,323,P2
INC100665,Payment Gateway experiencing warning in storage layer,Storage,DR,3,0,0.41,0,161,18,P3
INC100666,Reporting experiencing single user in database layer,Database,DR,3,0,0.27,0,48,26,P3
INC100667,Auth Service experiencing inquiry in application layer,Application,Production,4,0,0.12,0,190,1,P4
INC100668,Auth Service experiencing how to in network layer,Network,Development,1,0,0.12,0,378,2,P4
INC100669,API Gateway experiencing workaround available in application layer,Application,Development,1,1,0.43,0,75,36,P3
INC100670,Auth Service experiencing question in network layer,Network,Production,4,0,0.06,0,203,1,P4
INC100671,VPN experiencing workaround available in security layer,Security,Development,1,1,0.33,0,183,26,P3
INC100672,Reporting experiencing single user in application layer,Application,Production,4,1,0.18,1,183,11,P3
INC100673,Auth Service experiencing single user in network layer,Network,DR,3,1,0.19,0,55,21,P3
INC100674,Reporting experiencing errors increasing in application layer,Application,DR,3,3,0.52,0,57,429,P2
INC100675,API Gateway experiencing minor issue in database layer,Database,DR,3,1,0.35,1,107,16,P3
INC100676,VPN experiencing some users affected in storage layer,Storage,DR,3,2,0.44,1,39,422,P2
INC100677,VPN experiencing workaround available in database layer,Database,Development,1,0,0.4,0,164,59,P3
INC100678,Database Cluster experiencing minor issue in database layer,Database,Development,1,0,0.29,0,122,6,P3
INC100679,Reporting experiencing intermittent in storage layer,Storage,Production,4,2,0.7,1,44,575,P2
INC100680,VPN experiencing partial outage in security layer,Security,Staging,2,3,0.49,0,26,565,P2
INC100681,Database Cluster experiencing high latency in application layer,Application,Staging,2,1,0.74,1,11,61,P2
INC100682,API Gateway experiencing enhancement in storage layer,Storage,Staging,2,0,0.09,0,442,3,P4
INC100683,Database Cluster experiencing workaround available in application layer,Application,DR,3,1,0.38,0,65,29,P3
INC100684,Database Cluster experiencing low impact in application layer,Application,Production,4,0,0.15,0,49,24,P3
INC100685,VPN experiencing low impact in network layer,Network,Production,4,1,0.4,0,103,55,P3
INC100686,API Gateway experiencing down in network layer,Network,Staging,2,5,0.73,1,8,569,P1
INC100687,Payment Gateway experiencing workaround available in network layer,Network,Staging,2,0,0.26,1,71,27,P3
INC100688,Reporting experiencing intermittent in security layer,Security,Production,4,3,0.41,0,32,526,P2
INC100689,Database Cluster experiencing delay in network layer,Network,Development,1,1,0.14,0,113,35,P3
INC100690,Web Portal experiencing no impact in application layer,Application,Production,4,0,0.02,0,231,4,P4
INC100691,Payment Gateway experiencing breach in network layer,Network,DR,3,3,0.88,1,4,3613,P1
INC100692,Email Service experiencing non-critical in database layer,Database,Production,4,1,0.16,0,63,53,P3
INC100693,Database Cluster experiencing slow in network layer,Network,Staging,2,2,0.42,0,12,139,P2
INC100694,Payment Gateway experiencing non-critical in application layer,Application,Staging,2,1,0.44,0,233,2,P3
INC100695,Web Portal experiencing all users affected in application layer,Application,Development,1,6,0.94,0,13,3901,P1
INC100696,Payment Gateway experiencing minor issue in storage layer,Storage,Production,4,1,0.27,0,185,32,P3
INC100697,Database Cluster experiencing high latency in security layer,Security,Development,1,1,0.47,1,46,270,P2
INC100698,Auth Service experiencing non-critical in storage layer,Storage,Production,4,0,0.17,0,173,30,P3
INC100699,Reporting experiencing how to in storage layer,Storage,DR,3,0,0.07,0,416,0,P4
INC100700,VPN experiencing breach in storage layer,Storage,DR,3,6,0.95,0,14,2368,P1
INC100701,VPN experiencing workaround available in application layer,Application,Production,4,0,0.22,1,229,37,P3
INC100702,Reporting experiencing low priority in database layer,Database,Staging,2,0,0.11,0,320,4,P4
INC100703,VPN experiencing workaround available in application layer,Application,Development,1,0,0.32,1,54,23,P3
INC100704,API Gateway experiencing warning in storage layer,Storage,DR,3,0,0.4,1,92,57,P3
INC100705,Reporting experiencing errors increasing in security layer,Security,Production,4,1,0.48,0,25,118,P2
INC100706,Auth Service experiencing failover in application layer,Application,Production,4,3,0.42,1,51,139,P2
INC100707,Auth Service experiencing non-critical in security layer,Security,Staging,2,0,0.3,0,78,24,P3
INC100708,Payment Gateway experiencing errors increasing in database layer,Database,Staging,2,1,0.65,1,56,510,P2
INC100709,File Storage experiencing enhancement in security layer,Security,DR,3,0,0.1,0,401,1,P4
INC100710,Auth Service experiencing how to in security layer,Security,Development,1,0,0.08,0,371,3,P4
INC100711,Email Service experiencing request in application layer,Application,Development,1,0,0.08,0,266,3,P4
INC100712,Payment Gateway experiencing some users affected in network layer,Network,Production,4,1,0.63,1,23,111,P2
INC100713,API Gateway experiencing single user in security layer,Security,DR,3,1,0.18,0,97,59,P3
INC100714,Reporting experiencing documentation in application layer,Application,Production,4,0,0.01,0,437,1,P4
INC100715,API Gateway experiencing some users affected in security layer,Security,Development,1,1,0.65,0,30,79,P2
INC100716,Database Cluster experiencing security incident in network layer,Network,Production,4,6,0.88,1,3,4055,P1
INC100717,Auth Service experiencing workaround available in network layer,Network,Production,4,1,0.19,0,86,1,P3
INC100718,Web Portal experiencing request in storage layer,Storage,Development,1,0,0.08,0,463,0,P4
INC100719,Payment Gateway experiencing low priority in storage layer,Storage,DR,3,0,0.04,0,152,2,P4
INC100720,API Gateway experiencing delay in storage layer,Storage,Production,4,0,0.24,0,182,45,P3
INC100721,File Storage experiencing workaround available in security layer,Security,Development,1,0,0.4,0,141,23,P3
INC100722,Auth Service experiencing minor issue in storage layer,Storage,Production,4,0,0.1,1,164,54,P3
INC100723,File Storage experiencing degraded in database layer,Database,Staging,2,1,0.41,1,45,68,P2
INC100724,Database Cluster experiencing low impact in application layer,Application,Development,1,0,0.18,1,197,45,P3
INC100725,File Storage experiencing revenue impact in storage layer,Storage,Production,4,7,0.77,1,14,2360,P1
INC100726,Payment Gateway experiencing warning in database layer,Database,Production,4,1,0.37,0,238,1,P3
INC100727,Web Portal experiencing partial outage in network layer,Network,DR,3,1,0.58,1,54,125,P2
INC100728,Auth Service experiencing delay in network layer,Network,Production,4,0,0.15,0,132,22,P3
INC100729,Payment Gateway experiencing non-critical in database layer,Database,Staging,2,0,0.41,0,101,54,P3
INC100730,Payment Gateway experiencing how to in security layer,Security,Staging,2,0,0.07,0,452,2,P4
INC100731,API Gateway experiencing delay in database layer,Database,DR,3,0,0.28,0,196,20,P3
INC100732,Payment Gateway experiencing intermittent in security layer,Security,DR,3,2,0.64,0,29,360,P2
INC100733,Auth Service experiencing all users affected in network layer,Network,DR,3,3,0.71,1,12,4773,P1
INC100734,Email Service experiencing down in security layer,Security,DR,3,4,0.83,1,10,2564,P1
INC100735,API Gateway experiencing partial outage in network layer,Network,Staging,2,3,0.43,1,15,547,P2
INC100736,Payment Gateway experiencing workaround available in database layer,Database,Staging,2,0,0.11,1,189,3,P3
INC100737,API Gateway experiencing enhancement in application layer,Application,Staging,2,0,0.01,0,152,0,P4
INC100738,File Storage experiencing delay in application layer,Application,DR,3,0,0.35,0,98,32,P3
INC100739,API Gateway experiencing single user in storage layer,Storage,Development,1,1,0.4,1,32,4,P3
INC100740,Web Portal experiencing partial outage in database layer,Database,DR,3,1,0.67,1,23,190,P2
INC100741,Web Portal experiencing warning in security layer,Security,Production,4,0,0.32,1,106,52,P3
INC100742,VPN experiencing errors increasing in database layer,Database,DR,3,3,0.68,0,21,133,P2
INC100743,Reporting experiencing documentation in network layer,Network,Production,4,0,0.09,0,72,1,P4
INC100744,API Gateway experiencing intermittent in storage layer,Storage,DR,3,1,0.58,1,19,165,P2
INC100745,Email Service experiencing single user in database layer,Database,DR,3,1,0.43,0,49,57,P3
INC100746,Email Service experiencing all users affected in network layer,Network,DR,3,3,0.84,0,7,1593,P1
INC100747,Reporting experiencing errors increasing in security layer,Security,DR,3,1,0.69,1,42,288,P2
INC100748,Database Cluster experiencing high latency in storage layer,Storage,Staging,2,3,0.5,1,51,349,P2
INC100749,Payment Gateway experiencing how to in database layer,Database,Production,4,0,0.08,0,456,0,P4
INC100750,Database Cluster experiencing errors increasing in security layer,Security,Production,4,1,0.66,1,39,363,P2
INC100751,Database Cluster experiencing non-critical in application layer,Application,Staging,2,1,0.24,1,82,15,P3
INC100752,Reporting experiencing single user in database layer,Database,DR,3,1,0.32,0,33,3,P3
INC100753,Auth Service experiencing request in security layer,Security,Production,4,0,0.1,0,470,0,P4
INC100754,File Storage experiencing enhancement in application layer,Application,Development,1,0,0.1,0,182,0,P4
INC100755,Email Service experiencing warning in security layer,Security,Development,1,0,0.36,0,220,51,P3
INC100756,Database Cluster experiencing security incident in security layer,Security,Staging,2,4,0.84,1,10,3685,P1
INC100757,Auth Service experiencing errors increasing in storage layer,Storage,Staging,2,2,0.72,1,14,267,P2
INC100758,VPN experiencing minor issue in application layer,Application,Production,4,1,0.12,0,44,59,P3
INC100759,API Gateway experiencing partial outage in storage layer,Storage,DR,3,3,0.71,0,52,198,P2
INC100760,VPN experiencing request in application layer,Application,Development,1,0,0.14,0,323,0,P4
INC100761,Web Portal experiencing non-critical in storage layer,Storage,DR,3,1,0.39,1,49,8,P3
INC100762,Reporting experiencing documentation in application layer,Application,Development,1,0,0.08,0,330,1,P4
INC100763,File Storage experiencing documentation in security layer,Security,Staging,2,0,0.03,0,401,0,P4
INC100764,VPN experiencing low priority in security layer,Security,DR,3,0,0.12,0,284,0,P4
INC100765,Web Portal experiencing some users affected in database layer,Database,Development,1,2,0.55,0,37,269,P2
INC100766,Email Service experiencing delay in storage layer,Storage,Production,4,1,0.2,0,95,25,P3
INC100767,Email Service experiencing inquiry in network layer,Network,Development,1,0,0.08,0,212,4,P4
INC100768,VPN experiencing documentation in application layer,Application,Production,4,0,0.12,0,141,1,P4
INC100769,Email Service experiencing revenue impact in security layer,Security,Production,4,6,0.89,1,1,4049,P1
INC100770,Web Portal experiencing high latency in database layer,Database,Development,1,1,0.72,0,19,596,P2
INC100771,Auth Service experiencing enhancement in database layer,Database,DR,3,0,0.03,0,459,0,P4
INC100772,API Gateway experiencing workaround available in application layer,Application,Production,4,0,0.42,0,104,18,P3
INC100773,Payment Gateway experiencing low priority in application layer,Application,Production,4,0,0.12,0,98,2,P4
INC100774,Auth Service experiencing some users affected in application layer,Application,Production,4,3,0.47,1,41,325,P2
INC100775,Auth Service experiencing workaround available in security layer,Security,DR,3,1,0.12,1,65,57,P3
INC100776,API Gateway experiencing warning in application layer,Application,DR,3,0,0.15,0,136,45,P3
INC100777,File Storage experiencing partial outage in security layer,Security,Production,4,1,0.46,0,27,583,P2
INC100778,Email Service experiencing errors increasing in security layer,Security,DR,3,3,0.44,0,26,385,P2
INC100779,Auth Service experiencing single user in network layer,Network,Development,1,1,0.34,0,88,33,P3
INC100780,API Gateway experiencing how to in application layer,Application,Development,1,0,0.04,0,356,2,P4
INC100781,Email Service experiencing request in security layer,Security,Staging,2,0,0.07,0,414,4,P4
INC100782,Auth Service experiencing documentation in application layer,Application,Staging,2,0,0.13,0,196,0,P4
INC100783,Reporting experiencing high latency in application layer,Application,DR,3,1,0.4,0,34,192,P2
INC100784,File Storage experiencing slow in storage layer,Storage,Staging,2,2,0.45,1,25,124,P2
INC100785,VPN experiencing single user in application layer,Application,Development,1,1,0.42,0,87,48,P3
INC100786,File Storage experiencing low priority in storage layer,Storage,Staging,2,0,0.1,0,151,3,P4
INC100787,Database Cluster experiencing request in application layer,Application,DR,3,0,0.15,0,104,0,P4
INC100788,Payment Gateway experiencing critical in database layer,Database,Production,4,4,0.81,0,10,4981,P1
INC100789,Reporting experiencing enhancement in security layer,Security,Staging,2,0,0.02,0,359,2,P4
INC100790,VPN experiencing question in application layer,Application,Production,4,0,0.1,0,90,3,P4
INC100791,Database Cluster experiencing inquiry in application layer,Application,DR,3,0,0.01,0,389,2,P4
INC100792,Email Service experiencing minor issue in storage layer,Storage,Staging,2,1,0.3,0,32,26,P3
INC100793,VPN experiencing non-critical in storage layer,Storage,DR,3,1,0.31,1,223,11,P3
INC100794,Database Cluster experiencing workaround available in application layer,Application,Staging,2,1,0.11,0,210,59,P3
INC100795,Web Portal experiencing delay in storage layer,Storage,Development,1,0,0.44,0,54,19,P3
INC100796,Email Service experiencing non-critical in database layer,Database,Development,1,1,0.32,0,112,50,P3
INC100797,Reporting experiencing outage in security layer,Security,Development,1,5,0.96,0,7,4218,P1
INC100798,Database Cluster experiencing single user in storage layer,Storage,DR,3,0,0.25,0,42,28,P3
INC100799,Payment Gateway experiencing delay in network layer,Network,Development,1,0,0.32,0,68,33,P3
INC100800,VPN experiencing delay in network layer,Network,Production,4,0,0.4,1,135,24,P3
INC100801,Auth Service experiencing minor issue in security layer,Security,Production,4,1,0.19,1,179,54,P3
INC100802,API Gateway experiencing request in security layer,Security,Development,1,0,0.08,0,210,1,P4
INC100803,Database Cluster experiencing low priority in network layer,Network,Production,4,0,0.03,0,138,3,P4
INC100804,API Gateway experiencing delay in application layer,Application,Production,4,1,0.14,0,149,59,P3
INC100805,API Gateway experiencing non-critical in network layer,Network,DR,3,1,0.44,0,162,3,P3
INC100806,Database Cluster experiencing degraded in security layer,Security,Staging,2,3,0.4,0,21,382,P2
INC100807,Web Portal experiencing non-critical in storage layer,Storage,Production,4,1,0.36,0,203,29,P3
INC100808,Reporting experiencing intermittent in security layer,Security,Staging,2,2,0.44,1,11,264,P2
INC100809,Web Portal experiencing inquiry in database layer,Database,Development,1,0,0.15,0,393,0,P4
INC100810,VPN experiencing down in database layer,Database,Production,4,3,0.89,0,1,1928,P1
INC100811,File Storage experiencing how to in security layer,Security,Development,1,0,0.13,0,186,2,P4
INC100812,Email Service experiencing down in database layer,Database,DR,3,7,0.79,1,3,3275,P1
INC100813,API Gateway experiencing how to in storage layer,Storage,Development,1,0,0.08,0,70,0,P4
INC100814,API Gateway experiencing down in database layer,Database,Production,4,7,0.95,0,13,840,P1
INC100815,VPN experiencing workaround available in storage layer,Storage,Development,1,1,0.14,1,55,6,P3
INC100816,Auth Service experiencing intermittent in network layer,Network,Development,1,1,0.71,1,34,420,P2
INC100817,Payment Gateway experiencing low impact in storage layer,Storage,Staging,2,0,0.19,1,160,53,P3
INC100818,Web Portal experiencing no impact in network layer,Network,Production,4,0,0.08,0,75,1,P4
INC100819,Email Service experiencing degraded in storage layer,Storage,Production,4,2,0.72,1,57,221,P2
INC100820,Payment Gateway experiencing errors increasing in application layer,Application,Staging,2,1,0.62,0,50,379,P2
INC100821,Email Service experiencing how to in application layer,Application,Production,4,0,0.09,0,119,2,P4
INC100822,Email Service experiencing some users affected in storage layer,Storage,Staging,2,2,0.6,0,30,450,P2
INC100823,File Storage experiencing low impact in network layer,Network,Development,1,0,0.38,0,239,23,P3
